subject,7-up,7-down,GAD-7,BIS,BAS,SHAPS,PSWQ,Acc,Pts,WS,LS,Pers,beta,eta_p,eta_n,kappa,gad7_q01,gad7_q02,gad7_q03,gad7_q04,gad7_q05,gad7_q06,gad7_q07,gad7_q08,gad7_rt,7u7d_q01,7u7d_q02,7u7d_q03,7u7d_q04,7u7d_q05,7u7d_q06,7u7d_q07,7u7d_q08,7u7d_q09,7u7d_q10,7u7d_q11,7u7d_q12,7u7d_q13,7u7d_q14,7u7d_q15,7u7d_rt,bisbas_q01,bisbas_q02,bisbas_q03,bisbas_q04,bisbas_q05,bisbas_q06,bisbas_q07,bisbas_q08,bisbas_q09,bisbas_q10,bisbas_q11,bisbas_q12,bisbas_q13,bisbas_rt,pswq_q01,pswq_q02,pswq_q03,pswq_rt,shaps_q01,shaps_q02,shaps_q03,shaps_q04,shaps_q05,shaps_q06,shaps_q07,shaps_q08,shaps_q09,shaps_q10,shaps_q11,shaps_q12,shaps_q13,shaps_q14,shaps_q15,shaps_rt
clm0rwz7njx098ktz0rq6tzj,9,0,0,16,8,1,0,0.5,44.0,0.7727272727272727,0.7555555555555555,0.2666666666666666,2.4010350000000003,0.8535714999999999,0.849576,0.0023459506590004,0,0,0,0,0,0,0,0,27.856,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,378.073,4,4,4,4,1,1,1,1,1,1,1,1,3,80.312,0,0,0,8.586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,77.518
cng3i38r1jvcidbz5s9p6pw8,2,1,0,5,10,2,3,0.5,51.0,0.803921568627451,0.8947368421052632,0.2266666666666666,2.0943050000000003,0.8704495000000001,0.8926855,-0.0126116264494777,0,0,0,0,0,0,0,0,26.777,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,118.482,1,2,1,1,1,1,1,1,1,2,1,2,3,50.69,1,1,1,39.964,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,49.372
ctnvg9z0u302ddk5abjypszu,6,8,10,5,9,8,8,0.7,59.0,0.9830508474576272,0.4333333333333333,0.1066666666666666,8.808985,0.284813,0.6066265,-0.3610043082003882,2,1,2,1,1,2,1,0,15.813,1,1,1,1,2,0,1,1,1,1,1,2,1,0,0,273.094,2,1,1,1,1,1,2,1,1,1,1,1,3,42.185,3,2,3,6.853,1,0,1,1,0,1,1,0,1,0,1,0,0,1,3,46.762
cweobvm4evs54h8932qi6kqj,11,1,5,11,15,9,1,0.4333333333333333,45.0,0.4090909090909091,0.8,0.3066666666666666,1.256365,0.5464169999999999,0.8396155,-0.2115379689870187,1,0,1,0,2,0,1,0,43.867,2,0,1,0,0,2,3,2,0,0,0,1,1,0,0,171.702,2,3,3,3,1,2,1,2,1,3,1,4,3,114.988,0,1,0,11.032,1,0,1,1,1,0,1,0,1,0,1,0,1,1,3,103.361
cwgfb4shdtmzip7h3libx8if,9,6,7,6,19,5,7,0.4555555555555555,40.0,0.8,0.7959183673469388,0.28,4.937765,0.214198,0.733082,-0.5477620133434676,1,2,1,1,0,1,1,0,21.603,1,1,2,0,2,1,2,1,0,1,1,1,2,0,0,101.952,2,2,1,1,1,2,2,2,3,3,3,3,3,47.414,2,3,2,10.46,0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,49.062
cwjn0tx0m76gm35d8f4jnxrq,0,2,0,12,13,7,2,0.6444444444444445,45.0,1.0,0.4,0.1733333333333333,5.38659,0.9523195,0.8665609999999999,0.0471490567961996,0,0,0,0,0,0,0,0,13.443,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,38.78,3,3,3,3,2,1,1,2,2,1,2,2,3,26.25,1,1,0,5.056,0,1,0,0,1,0,1,0,1,0,1,1,1,0,3,31.312
cyf4lwt71hzndc26n3gok5gn,10,1,1,7,15,2,6,0.5222222222222223,47.0,0.5869565217391305,0.8372093023255813,0.3333333333333333,1.83897,0.718026,0.671659,0.0333651151160155,0,0,0,1,0,0,0,0,18.3,1,0,2,1,0,1,2,1,0,1,0,0,2,0,0,49.7,1,2,2,2,1,2,2,2,2,2,2,2,2,40.1,2,2,2,9.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,39.3
czs7a87g24y6q0hq4ygiyrrl,0,0,0,16,16,0,0,0.6444444444444445,54.0,0.9622641509433962,0.5555555555555556,0.2133333333333333,4.274625,0.8538695,0.83067,0.0137720130635107,0,0,0,0,0,0,0,0,16.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.479,4,4,4,4,2,1,1,2,3,2,2,3,3,42.081,0,0,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.499
d4kdo4b2j6sp5t7p2c7ay6u2,1,2,12,5,12,15,5,0.6555555555555556,58.0,0.9824561403508772,0.9375,0.1866666666666666,8.59893,0.5242305,0.945877,-0.2868133792936911,2,2,2,2,2,2,0,0,26.611,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,116.792,1,1,2,1,1,1,2,1,2,1,2,2,2,90.469,2,1,2,15.104,1,1,1,1,1,1,1,0,3,1,1,1,1,1,3,72.436
d535ylen0c8wkaigri45rrml,0,4,7,8,13,0,9,0.6555555555555556,58.0,0.9824561403508772,0.375,0.24,9.10331,0.3492174999999999,0.827658,-0.4065345059864022,1,1,1,1,1,1,1,0,13.615,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,48.679,2,2,2,2,2,1,1,1,2,2,2,2,3,25.394,3,3,3,6.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31.554
d548x9pit2z980gmf8mcce2g,4,3,5,7,19,13,5,0.6111111111111112,56.0,0.8909090909090909,0.9705882352941176,0.2266666666666666,3.673635,0.6974005000000001,0.9446525,-0.1505749205415415,1,0,1,1,1,1,0,0,37.461,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,157.801,2,2,2,1,2,2,2,3,2,2,3,3,3,111.573,1,2,2,12.695,1,1,0,1,1,2,1,1,1,0,1,1,1,1,0,53.665
d9hniznzrxs4dgpe5u2oh4gp,3,3,6,6,14,8,4,0.7111111111111111,57.0,1.0,0.4242424242424242,0.1866666666666666,9.69721,0.596669,0.6617649999999999,-0.0517277823072166,1,1,1,1,1,1,0,0,24.931,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,82.473,2,2,1,1,1,1,1,2,2,2,2,3,3,44.281,2,1,1,14.659,1,0,0,1,1,1,1,1,0,1,1,0,0,0,3,42.951
dbuiumbyfl1ma1h69ta20xw8,2,3,5,7,12,1,6,0.4111111111111111,40.0,1.0,0.3469387755102041,0.3466666666666667,15.33225,0.7370955,0.7383105,-0.0008235021411055,1,0,1,1,0,1,1,0,13.426,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,73.733,2,2,2,1,2,1,1,2,1,1,2,2,3,36.658,2,2,2,7.905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,37.147
ddmw598i3zvxrzwq9tinro14,12,15,13,5,18,17,9,0.6,45.0,1.0,0.2954545454545454,0.2933333333333333,5.37665,0.940293,0.9182605,0.011854649328093,2,1,2,2,2,2,2,0,28.908,1,2,1,1,2,1,2,3,3,2,2,2,3,2,2,91.464,1,2,1,1,1,2,2,2,3,3,2,3,3,79.934,3,3,3,8.519,1,1,0,1,2,2,1,1,2,1,1,2,1,1,2,70.397
dduz8pfhwdmhubex0xukns3v,8,5,7,6,10,15,7,0.6777777777777778,58.0,0.9824561403508772,0.75,0.1466666666666666,4.263915,0.917427,0.984624,-0.0353287056971658,1,0,1,1,1,2,1,0,23.698,0,1,1,2,1,1,1,1,1,1,0,1,2,0,0,103.057,2,1,2,1,1,1,2,1,1,1,2,1,3,53.184,2,3,2,14.65,2,1,1,1,1,2,1,2,2,0,0,0,1,1,3,49.792
deuoj5f7ihyov9fdc56skfam,13,12,9,8,20,13,8,0.5888888888888889,48.0,0.8333333333333334,0.7560975609756098,0.3066666666666666,7.00865,0.2619519999999999,0.8862995,-0.543737587105264,1,1,1,2,1,2,1,2,12.56,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,7.957,2,2,2,2,2,2,3,3,3,2,3,2,1,59.728,2,3,3,6.425,1,0,1,1,1,2,1,1,0,1,1,0,2,1,1,9.641
dfr3ft3vadd2ecq1pqhkiiid,6,11,17,5,20,8,9,0.5777777777777777,50.0,0.7551020408163265,0.975,0.1733333333333333,2.19395,0.7016175,0.9658045,-0.1584403948130706,3,3,3,3,2,2,1,0,43.103,1,2,0,1,2,1,1,1,2,1,2,1,1,1,0,142.154,1,1,1,2,2,1,1,2,4,3,3,4,3,77.227,3,3,3,17.064,1,1,0,1,0,0,0,1,1,0,1,0,1,1,3,66.912
dhdxn5ir5mjb94yjprcgwago,0,1,0,10,17,0,3,0.4666666666666667,43.0,1.0,0.4255319148936169,0.3333333333333333,14.82185,0.6530715,0.785563,-0.0920953167743439,0,0,0,0,0,0,0,0,16.976,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.741,3,3,2,2,2,2,2,2,2,2,2,3,3,58.687,1,1,1,13.679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69.634
dkfxcqyznu2etu3ycixgpuct,1,4,2,10,15,14,5,0.6222222222222222,77.0,0.5921052631578947,0.6153846153846154,0.2666666666666666,4.046795,0.6210655,0.041186,0.8756182507702891,1,0,1,0,0,0,0,0,21.96,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,80.463,2,3,3,2,2,2,1,2,2,2,2,2,3,54.986,2,1,2,17.055,1,0,1,1,1,1,1,1,1,1,2,1,1,1,3,46.128
drsp05u7fyun1p5gbhu3a7r9,3,7,2,6,17,6,10,0.5333333333333333,47.0,0.8695652173913043,0.9767441860465116,0.2666666666666666,3.1621750000000004,0.8767295,0.938014,-0.033770337240497,1,0,0,0,0,1,0,0,34.66,1,1,1,0,1,0,0,0,0,1,1,1,1,2,0,144.014,1,2,1,2,2,2,2,2,2,2,2,3,3,112.684,3,4,3,12.959,1,1,0,0,0,0,0,0,1,0,1,1,0,1,3,61.597
dz9dqzx96f5jbaaue75gaip4,5,4,7,10,16,12,6,0.4111111111111111,42.0,0.4285714285714285,0.8085106382978724,0.3333333333333333,1.30381,0.8766775,0.8716619999999999,0.0028687220073675,1,0,2,0,0,3,1,0,63.257,0,1,1,0,1,0,2,1,0,0,1,1,1,0,0,202.906,2,4,2,2,1,1,3,2,2,2,2,3,3,95.839,2,2,2,28.031,1,1,1,1,0,0,0,1,1,2,0,2,1,1,3,214.265
e0nvk8pb717u3eqm3wsl2gkf,4,2,1,13,18,14,1,0.5,41.0,0.8292682926829268,0.8333333333333334,0.3066666666666666,2.2737100000000003,0.967212,0.94317,0.0125849175714594,0,0,0,0,0,0,1,0,18.844,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,98.529,3,4,4,2,2,2,2,3,2,4,1,2,3,71.27,1,0,0,12.083,3,0,0,1,1,3,1,0,1,1,0,0,1,2,3,56.668
e1zp3dh9u2801k50qm9h97c1,14,16,14,10,14,9,9,0.6111111111111112,50.0,1.0,0.675,0.2666666666666666,5.670495000000001,0.9193555,0.918989,0.0001993641561741,1,3,2,3,1,1,3,2,8.623,3,1,2,2,3,1,2,1,3,2,3,1,3,3,2,10.233,4,3,1,2,1,1,2,2,3,2,1,2,3,7.943,3,2,4,3.598,1,0,2,1,1,1,0,0,1,0,1,0,1,0,0,17.258
e3qgdoddsuhvnumamuxze5fo,6,15,16,4,16,11,11,0.3888888888888889,45.0,0.3111111111111111,0.8409090909090909,0.3333333333333333,1.131275,0.399466,0.660343,-0.2461547316544773,3,3,3,2,1,2,2,0,39.552,1,2,0,1,3,0,1,1,2,2,3,2,2,1,1,137.1,1,1,1,1,2,2,1,2,2,2,2,3,3,68.792,4,3,4,13.164,1,1,1,1,0,0,1,0,2,0,1,1,1,1,3,80.225
e8jii58m72v5f48f2rvcju86,6,13,4,6,20,22,6,0.5888888888888889,53.0,0.981132075471698,0.3333333333333333,0.2533333333333333,5.41564,0.963163,0.393204,0.420210016905454,2,0,2,0,0,0,0,0,21.917,1,1,1,1,3,0,1,1,2,2,2,2,1,1,0,73.343,2,2,1,1,2,2,2,2,3,3,3,3,3,39.146,3,1,2,8.179,1,1,2,2,2,2,2,1,2,2,1,1,1,2,3,136.074
e9lartq70jdvtyo1tovgyi8r,1,1,3,10,16,10,2,0.7333333333333333,56.0,1.0,0.3939393939393939,0.1733333333333333,10.0101,0.911384,0.7331865,0.1083550385951833,1,0,0,0,0,1,1,0,13.054,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,54.978,3,3,2,2,2,1,1,2,3,2,2,3,3,36.403,1,0,1,9.718,1,0,1,0,1,1,1,1,0,0,1,1,1,1,2,35.124
eajz1vw10kitydeyf4zgtwzs,1,1,4,6,22,2,4,0.7,58.0,0.9298245614035088,0.4375,0.2133333333333333,5.74544,0.943534,0.542109,0.2702028683876274,1,1,0,1,0,1,0,0,14.996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,44.045,2,1,2,1,2,2,1,3,4,3,3,4,3,24.203,1,2,1,7.791,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,16.59
ef4f7206jrf8matkgc345hmc,4,3,4,10,18,10,2,0.6111111111111112,46.0,1.0,0.4186046511627906,0.2533333333333333,10.9237,0.9156905,0.8381765,0.0441960536346256,1,0,0,1,1,1,0,0,22.012,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,99.403,2,3,3,2,2,2,1,2,2,3,3,3,2,40.382,1,1,0,9.039,1,0,1,0,0,1,1,1,1,1,1,0,1,1,3,44.496
ehwkf4wl2iz2imaw3cx7ysx3,0,3,6,9,17,13,5,0.6888888888888889,50.0,1.0,0.5128205128205128,0.2533333333333333,13.03585,0.902772,0.7745805,0.076424901742478,1,1,2,0,0,1,1,0,47.383,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,128.696,3,2,2,2,2,2,1,2,3,2,2,3,3,80.719,3,1,1,12.289,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,66.276
elw3bumjdsy00i3eny567iz0,0,10,8,4,19,12,8,0.5666666666666667,58.0,1.0,0.4193548387096774,0.24,8.860859999999999,0.6726695,0.687729,-0.011069918115905,1,2,2,1,1,0,1,0,14.79,0,2,0,0,2,0,0,0,1,1,2,2,0,0,0,53.239,1,1,1,1,2,1,1,2,3,3,3,4,3,29.855,3,3,2,6.142,1,1,1,1,1,1,1,1,0,1,1,1,1,0,3,38.189
emabcgvxonq2ef9by0gz9zgi,6,11,8,7,12,13,7,0.4111111111111111,40.0,0.85,0.7959183673469388,0.3066666666666666,3.208105,0.3937815,0.9634915,-0.4197460643510922,1,3,2,0,0,1,1,0,21.35,0,1,0,0,2,1,3,1,2,2,1,2,1,1,0,85.455,1,2,2,2,2,1,1,2,2,1,1,2,3,47.255,2,2,3,11.05,1,1,1,1,0,1,1,0,1,1,1,2,0,2,3,44.711
evqas6s8izco827tpqjvoxcj,2,8,5,6,17,3,6,0.6666666666666666,58.0,0.9473684210526316,0.96875,0.1866666666666666,4.443675,0.6841765,0.9500985,-0.1627155772437319,1,1,0,1,0,1,1,0,213.926,0,1,0,1,1,0,0,1,1,1,2,1,0,1,0,217.062,2,2,1,1,2,1,2,1,2,3,3,3,3,126.961,2,2,2,8.312,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,42.378
f413rfthchh1liluwockcj93,0,2,5,9,19,10,2,0.5111111111111111,46.0,0.7608695652173914,0.8604651162790697,0.24,6.12999,0.1864155,0.964854,-0.6761566253600917,1,1,1,0,0,1,1,0,44.155,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,138.956,2,2,3,2,1,1,1,2,4,3,3,4,3,59.072,0,1,1,16.018,0,1,0,0,1,1,1,1,1,0,1,1,1,1,3,70.685
f4wl4bmtithmjc70e5p02q4q,8,14,0,6,11,6,8,0.7666666666666667,56.0,1.0,0.7058823529411764,0.16,5.7881350000000005,0.9090405,0.918543,-0.0051994888332051,0,0,0,0,0,0,0,0,11.348,1,2,2,2,1,1,0,1,2,2,3,2,1,2,1,25.979,3,1,1,1,2,2,1,1,1,1,1,2,3,18.183,2,3,3,7.26,1,0,1,1,0,1,0,0,0,1,1,0,0,0,3,26.093
f8d2kruoqk7otxvnhqd44ziz,1,0,0,14,10,0,3,0.7777777777777778,63.0,1.0,0.5384615384615384,0.1733333333333333,7.534415,0.750364,0.7101554999999999,0.0275302726187497,0,0,0,0,0,0,0,0,11.13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.468,3,4,4,3,1,1,1,1,2,1,1,2,3,28.441,1,1,1,6.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30.953
f9xjoighh0qfwmm86mqyv5f5,11,0,0,10,9,2,0,0.6111111111111112,55.0,0.9629629629629628,0.4857142857142857,0.32,7.180915000000001,0.5675835,0.250374,0.3878068237041656,0,0,0,0,0,0,0,0,53.768,1,0,3,2,0,1,3,1,0,0,0,0,0,0,0,98.141,1,4,4,1,1,1,1,1,1,1,2,1,3,84.175,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,31.521
fexsj0u5oib0e90p5kvm0lal,1,5,0,10,14,0,8,0.7777777777777778,58.0,1.0,0.3125,0.12,8.315245,0.9046265,0.6217250000000001,0.1853449221886308,0,0,0,0,0,0,0,0,13.496,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,60.455,2,3,3,2,1,2,2,1,2,2,2,2,3,38.867,3,3,2,7.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.712
ff6kgadu0qjiwk84rukj1h84,18,11,13,10,19,0,7,0.3222222222222222,40.0,0.9487179487179488,0.1999999999999999,0.56,2.96687,0.865005,0.572392,0.2035714559025794,2,2,3,1,2,1,2,0,39.447,2,3,2,3,3,3,3,2,1,1,1,1,3,1,1,145.57,3,3,2,2,1,2,1,3,3,3,3,3,3,71.593,3,1,3,10.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30.965
fgjk761asl4q1j9d46ivqdhk,12,15,11,8,17,19,7,0.4666666666666667,42.0,0.4878048780487805,0.5208333333333333,0.3466666666666667,-6.290295,0.0039602349999999,0.0393743,-0.817224991568503,2,1,1,1,3,1,2,3,8.251,1,3,2,2,1,1,2,3,2,3,1,3,1,2,1,32.057,2,2,2,2,1,3,3,1,2,2,2,3,1,14.021,2,3,2,6.036,2,1,2,2,3,1,1,2,0,1,1,2,1,0,2,204.543
fiqso5uscn2zlqereap76xmw,1,9,4,5,16,8,6,0.5222222222222223,42.0,0.6829268292682927,0.7916666666666666,0.2933333333333333,2.50484,0.8603565,0.537971,0.2305507829889636,1,0,1,0,0,1,1,0,34.041,0,1,1,0,2,0,0,0,2,2,1,0,0,1,0,125.624,1,2,1,1,1,2,1,1,3,2,3,3,3,64.565,3,1,2,13.292,0,1,1,1,1,0,0,1,0,1,1,0,1,0,3,50.891
fl0bey18x3e1awvawxjz06jf,2,5,7,7,18,11,7,0.7,55.0,0.9814814814814816,0.3428571428571428,0.2,12.70035,0.309528,0.7945960000000001,-0.4393238440609932,0,2,2,1,0,2,0,0,33.167,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,177.899,2,2,1,2,2,1,1,2,3,3,3,3,3,54.521,2,3,2,9.382,1,0,1,0,1,1,0,1,1,1,1,1,1,1,3,66.373
fsig4dpz5iesxkjnc5e03ruv,1,0,0,11,14,1,0,0.5666666666666667,45.0,0.7954545454545454,0.8222222222222222,0.2933333333333333,4.38623,0.465072,0.6192150000000001,-0.1421607009952162,0,0,0,0,0,0,0,0,13.944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81.299,3,2,3,3,2,1,1,2,2,2,2,2,3,46.431,0,0,0,5.532,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,58.582
fuqsuj8ayzevglbwkk56ps6r,11,13,14,7,15,15,8,0.6333333333333333,49.0,0.9591836734693876,0.95,0.1333333333333333,5.74901,0.551705,0.972869,-0.2762502836858034,3,3,1,1,2,2,2,0,16.835,1,1,3,2,1,3,1,1,1,3,1,3,0,3,3,22.498,2,3,1,1,1,2,3,1,2,2,1,3,2,29.339,3,3,2,16.023,0,0,0,2,1,1,2,0,0,3,2,2,2,0,1,97.138
fy3568ynzims1sa778zhdgsj,0,7,14,4,18,8,12,0.6555555555555556,51.0,1.0,0.3589743589743589,0.2,16.0652,0.6692525,0.7354765000000001,-0.0471436127537767,2,2,3,2,1,3,1,0,15.694,0,0,0,0,2,0,0,0,1,1,1,1,0,1,0,96.562,1,1,1,1,1,1,1,2,3,3,3,4,3,41.096,4,4,4,8.518,1,0,1,0,0,1,1,0,1,1,1,1,0,0,3,54.347
g0hcri7lt06it7zaxn7bdehy,1,0,0,8,14,4,6,0.5777777777777777,43.0,0.8604651162790697,1.0,0.3066666666666666,6.013965,0.28071,0.8633135000000001,-0.5092583325429941,0,0,0,0,0,0,0,0,14.379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80.168,2,2,2,2,2,2,2,1,1,2,2,2,3,35.121,2,2,2,8.797,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,54.63
g2j8r1fp1mfn0sdufesl7l2w,8,5,6,10,16,16,9,0.6666666666666666,54.0,1.0,0.4722222222222222,0.2933333333333333,5.53589,0.9567825,0.752463,0.1195378311658565,1,1,1,1,0,2,0,0,14.866,0,0,1,1,0,1,3,2,1,1,2,1,0,0,1,31.312,1,1,4,4,1,2,2,2,2,2,3,2,2,26.68,3,3,3,5.206,0,3,1,0,1,1,0,2,2,2,2,1,1,0,2,41.634
g5eqvctv9id6b9ptz7kpkpcs,3,4,2,5,16,11,5,0.6777777777777778,52.0,1.0,0.5526315789473684,0.2,6.53161,0.8159175000000001,0.707379,0.0712523792971362,1,1,0,0,0,0,0,0,50.167,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,346.596,2,1,1,1,2,1,1,1,3,2,3,3,3,74.648,1,2,2,23.305,1,0,1,1,1,1,0,0,1,1,1,1,1,1,3,81.653
g7p583cf83iuo5tnssmqoom2,1,0,1,16,16,14,0,0.5222222222222223,46.0,0.8888888888888888,0.5909090909090908,0.2533333333333333,2.72273,0.969677,0.9764705,-0.0034907426081527,0,0,0,1,0,0,0,0,16.509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72.338,4,4,4,4,1,1,1,2,3,3,2,3,3,42.963,0,0,0,5.778,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,45.682
g93kv8yzmln3bk1vikjphvig,11,11,12,8,19,15,6,0.6,50.0,0.979591836734694,0.85,0.12,7.9568,0.3569025,0.9937205,-0.4714994487728995,2,2,1,3,1,1,2,2,27.885,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,24.611,3,2,2,1,2,3,2,3,3,1,2,3,2,22.525,3,2,1,7.195,1,1,0,1,1,1,2,0,1,2,2,2,0,1,2,77.189
gb9l1rxvfwpsridpzj2phab0,8,9,10,9,17,18,10,0.5777777777777777,43.0,0.7857142857142857,0.7659574468085106,0.28,2.1112450000000003,0.7131685,0.774007,-0.0409087562295102,2,0,1,1,3,3,0,2,12.994,0,0,3,2,1,1,0,0,3,2,3,0,2,0,2,4.134,2,2,4,1,1,2,4,4,3,1,1,1,2,11.513,3,3,4,2.245,0,1,0,3,1,3,2,3,1,0,1,0,3,0,1,15.954
gg3va1kde4m54v1ewawz8bo7,5,7,6,5,13,15,3,0.6666666666666666,50.0,1.0,0.5128205128205128,0.2133333333333333,7.56489,0.715268,0.7732380000000001,-0.0389450899089423,1,0,1,1,1,1,1,0,36.395,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,78.971,2,1,1,1,1,2,1,2,1,2,2,2,3,98.05,1,1,1,11.453,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,55.692
gi5el1yqgg66eawzpbt2cug6,1,6,10,7,22,10,9,0.6333333333333333,53.0,1.0,0.4594594594594594,0.3733333333333333,14.7861,0.8028815,0.328776,0.4189478707117657,1,1,2,2,1,1,2,0,25.047,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,110.143,1,2,2,2,2,2,2,3,3,3,3,4,3,34.929,3,3,3,5.663,0,1,0,0,0,1,1,1,1,1,1,1,1,1,3,59.042
gm54uazasq1wwy757lnxv8a7,14,6,8,8,10,3,8,0.6222222222222222,57.0,0.8070175438596491,1.0,0.1866666666666666,3.068055,0.8704465,0.9296925,-0.0329119029141638,1,1,2,0,1,0,3,0,62.284,1,1,3,2,1,1,3,3,2,0,0,2,1,0,0,184.737,4,2,1,1,1,1,1,1,2,2,1,1,3,102.034,4,2,2,20.709,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,103.808
grkd2z4k0wsugzpaadomco2b,4,2,5,9,18,7,4,0.6444444444444445,56.0,0.9636363636363636,0.4705882352941176,0.2266666666666666,10.1922,0.3077649999999999,0.7667935,-0.4271786971114183,2,0,1,1,1,0,0,0,19.803,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,80.282,3,2,2,2,2,2,2,3,2,2,2,3,3,102.967,1,2,1,8.062,0,0,1,0,0,1,0,0,2,1,0,1,0,1,3,47.04
gruwe2az316sg0lrtz6mop4m,18,16,18,4,14,6,11,0.2777777777777778,38.0,0.5945945945945946,0.2884615384615384,0.36,-2.025945,0.027615,0.769161,-0.9306831531070214,3,3,2,2,2,3,3,3,12.084,2,2,3,2,3,3,3,3,2,3,2,2,2,2,3,46.632,1,1,1,1,1,2,2,2,2,1,2,2,2,56.326,4,3,4,9.983,0,0,1,1,1,0,1,0,1,0,0,0,0,1,2,36.798
gt2taip1p76tvaqyb4294t47,0,11,2,4,21,3,7,0.6555555555555556,56.0,0.9272727272727272,0.4411764705882353,0.1866666666666666,5.885505,0.9364395,0.4533195,0.3476286176236312,0,0,1,0,0,1,0,0,25.579,0,1,0,0,1,0,0,0,2,2,3,1,0,1,0,151.136,1,1,1,1,2,2,2,2,3,3,3,4,3,50.786,3,2,2,9.698,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,57.625
h1pemdlnh3c9vhbgryg1ixhn,0,19,21,4,20,18,12,0.5444444444444444,50.0,1.0,0.4102564102564102,0.12,9.782025,0.9061785,0.5426895,0.2508779267676558,3,3,3,3,3,3,3,0,12.409,0,3,0,0,3,0,0,0,3,3,3,3,0,1,0,41.981,1,1,1,1,2,2,2,3,3,2,3,3,3,36.205,4,4,4,4.63,1,2,1,1,1,1,2,1,2,1,1,1,2,1,3,143.843
h1utmgv01tgofu4ja7y7he1r,2,1,0,9,12,14,3,0.6444444444444445,51.0,1.0,0.4102564102564102,0.2266666666666666,12.77205,0.4385449999999999,0.8069735,-0.2958033140415016,0,0,0,0,0,0,0,0,55.337,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,219.283,2,3,2,2,1,1,1,1,2,2,2,2,3,97.841,1,1,1,24.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,74.67
h2ob40i8w8dt2pnbe0fjyz69,0,0,0,7,14,1,3,0.7,54.0,0.981132075471698,0.4444444444444444,0.1733333333333333,5.792955,0.6807369999999999,0.704763,-0.0173410321183688,0,0,0,0,0,0,0,0,19.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.68,3,2,1,1,1,1,1,2,1,2,2,4,3,35.062,1,1,1,9.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,38.356
